category,roots,meaning,word,breakdown,definition,phonetic,example,translation,native_vibe,synonym_nuance,visual_prompt,social_status,emotional_tone,street_usage,collocation,etymon_story,usage_warning,memory_hook,audio_tag
進階高中,geo-,地,geothermal,geo + thermal (熱),地熱的,/ˌdʒiː.oʊˈθɝː.məl/,Geothermal energy.,地熱能。,,,,,,,,,,,
進階高中,terr-,地,territorial,terr + itorial,領土的,/ˌter.əˈtɔːr.i.əl/,Territorial dispute.,領土爭端。,,,,,,,,,,,
進階高中,stell-,星,stellar,stell + ar,恆星的/傑出的,/ˈstel.ɚ/,Stellar performance.,精彩絕倫的表現。,,,,,,,,,,,
進階高中,lun-,月,lunar,lun + ar,月球的,/ˈluː.nɚ/,Lunar new year.,農曆新年。,,,,,,,,,,,
進階高中,aer-,空氣,aerosol,aero + sol (溶液),噴霧器/氣溶膠,/ˈer.ə.sɑːl/,Aerosol spray.,噴霧。,,,,,,,,,,,
進階高中,therm-,熱,thermostat,thermo + stat (站/固定),恆溫器,/ˈθɝː.mə.stæt/,Adjust the thermostat.,調整恆溫器。,,,,,,,,,,,
進階高中,photo-,光,photovoltaic,photo + voltaic (電),光伏的/光生伏打的,/ˌfoʊ.t̬oʊ.vɑːlˈteɪ.ɪk/,Photovoltaic cells.,太陽能電池。,,,,,,,,,,,
進階高中,luc/lum,光,luminous,lumin + ous,發光的,/ˈluː.mə.nəs/,Luminous dial.,發光錶盤。,,,,,,,,,,,
進階高中,dynam-,力量,dynamic,dynam + ic,動態的/有活力的,/daɪˈnæm.ɪk/,Dynamic personality.,活力四射的個性。,,,,,,,,,,,
進階高中,erg-,工作/能量,energy,en (在內) + ergy,能量,/ˈen.ɚ.dʒi/,Renewable energy.,可再生能源。,,,,,,,,,,,
進階高中,erg-,工作,synergy,syn (同) + ergy,綜效/協同作用,/ˈsɪn.ɚ.dʒi/,Create synergy.,創造綜效。,,,,,,,,,,,
進階高中,pot-,力量,potential,pot + ential,潛力,/poʊˈten.ʃəl/,Hidden potential.,隱藏的潛力。,,,,,,,,,,,
進階高中,pot-,力量,omnipotent,omni (全) + pot,全能的,/ɑːmˈnɪp.ə.tənt/,An omnipotent ruler.,全能的統治者。,,,,,,,,,,,
進階高中,radi-,射線,radiation,radi + ation,輻射,/ˌreɪ.diˈeɪ.ʃən/,Cosmic radiation.,宇宙輻射。,,,,,,,,,,,
進階高中,magn-,大/磁,magnetic,magnet + ic,有磁性的/有吸引力的,/mæɡˈnet.ɪk/,Magnetic field.,磁場。,,,,,,,,,,,
進階高中,cycl-,圓,cyclical,cycl + ical,循環的,/ˈsɪk.lɪ.kəl/,Cyclical pattern.,週期性模式。,,,,,,,,,,,
進階高中,orb-,圓圈,orbit,orbit,軌道,/ˈɔːr.bɪt/,Earth's orbit.,地球軌道。,,,,,,,,,,,
進階高中,sphere,球體,biosphere,bio + sphere,生物圈,/ˈbaɪ.oʊ.sfɪr/,Protect the biosphere.,保護生物圈。,,,,,,,,,,,
進階高中,strat-,層,stratosphere,strato + sphere,平流層,/ˈstræt̬.ə.sfɪr/,Ozone in the stratosphere.,平流層中的臭氧。,,,,,,,,,,,
進階高中,sed-,坐/沉澱,sediment,sed + iment,沉澱物,/ˈsed.ə.mənt/,Lake sediment.,湖泊沉澱物。,,,,,,,,,,,
進階高中,fus-,流/熔,fusion,fus + ion,融合/核融合,/ˈfjuː.ʒən/,Nuclear fusion.,核融合。,,,,,,,,,,,
進階高中,duct/duc,引導,conducive,con + duc + ive,有助於...的,/kənˈduː.sɪv/,Conducive to sleep.,有助於睡眠。,,,,,,,,,,,
進階高中,duct/duc,引導,induce,in + duce,誘導/引起,/ɪnˈduːs/,Induce vomiting.,催吐。,,,,,,,,,,,
進階高中,ject,投擲,trajectory,trans (穿) + ject,軌跡/彈道,/trəˈdʒek.tɚ.i/,Career trajectory.,職涯軌跡。,,,,,,,,,,,
進階高中,mit/miss,送,intermittent,inter + mit,間歇的,/ˌɪn.t̬ɚˈmɪt.ənt/,Intermittent rain.,陣雨。,,,,,,,,,,,
進階高中,mit/miss,送,remission,re (回) + miss,緩解/免除,/rɪˈmɪʃ.ən/,Cancer in remission.,癌症緩解。,,,,,,,,,,,
進階高中,pel/puls,推,repulsive,re + puls + ive,令人厭惡的,/rɪˈpʌl.sɪv/,Repulsive smell.,難聞的氣味。,,,,,,,,,,,
進階高中,pel/puls,推,compulsive,con + puls + ive,強迫性的,/kəmˈpʌl.sɪv/,Compulsive lying.,強迫性說謊。,,,,,,,,,,,
進階高中,tract,拉,detract,de + tract,貶低/損害,/dɪˈtrækt/,Detract from the beauty.,損害了美感。,,,,,,,,,,,
進階高中,tract,拉,intractable,in (不) + tract,難處理的/倔強的,/ˌɪnˈtræk.tə.bəl/,Intractable problem.,棘手的問題。,,,,,,,,,,,
進階高中,vers/vert,轉,adverse,ad + verse,不利的/相反的,/ædˈvɝːs/,Adverse effects.,不良影響。,,,,,,,,,,,
進階高中,vers/vert,轉,pervert,per (徹底) + vert,歪曲/變態,/pɚˈvɝːt/,Pervert the truth.,歪曲事實。,,,,,,,,,,,
進階高中,fac/fic,做,defect,de (掉) + fect,缺陷/逃亡,/ˈdiː.fekt/,Genetic defect.,基因缺陷。,,,,,,,,,,,
進階高中,pos/pon,放,juxtapose,juxta (並排) + pose,並列,/ˌdʒʌk.stəˈpoʊz/,Juxtapose two ideas.,並列兩個想法。,,,,,,,,,,,
進階高中,pos/pon,放,disposition,dis + posit + ion,性格/傾向,/ˌdɪs.pəˈzɪʃ.ən/,Cheerful disposition.,樂觀的性格。,,,,,,,,,,,
進階高中,cap/cept,拿/抓,perceptive,per + cept + ive,敏銳的/洞察力強的,/pɚˈsep.tɪv/,Perceptive remark.,敏銳的評論。,,,,,,,,,,,
進階高中,cap/cept,拿/抓,inception,in + cept,開始/開端,/ɪnˈsep.ʃən/,Since its inception.,自成立以來。,,,,,,,,,,,
進階高中,ced/cess,走,precede,pre + cede,在...之前,/priːˈsiːd/,A preceding chapter.,前一章。,,,,,,,,,,,
進階高中,flu/flux,流,influx,in + flux,湧入,/ˈɪn.flʌks/,Influx of tourists.,遊客湧入。,,,,,,,,,,,
進階高中,flu/flux,流,superfluous,super (超) + flu,多餘的,/suːˈpɝː.flu.əs/,Superfluous detail.,多餘的細節。,,,,,,,,,,,
進階高中,rupt,斷,abrupt,ab + rupt,突然的,/əˈbrʌpt/,Abrupt change.,突然的改變。,,,,,,,,,,,
進階高中,rupt,斷,disruptive,dis + rupt + ive,破壞性的/干擾的,/dɪsˈrʌp.tɪv/,Disruptive technology.,破壞式創新技術。,,,,,,,,,,,
進階高中,grad/gress,步,transgress,trans (穿) + gress,違背/越界,/trænzˈɡres/,Transgress the law.,違法。,,,,,,,,,,,
進階高中,scrib/scrip,寫,ascribe,ad + scribe,歸因於,/əˈskraɪb/,Ascribe to luck.,歸因於運氣。,,,,,,,,,,,
進階高中,scrip,寫,transcript,trans + script,成績單/副本,/ˈtræn.skrɪpt/,Academic transcript.,成績單。,,,,,,,,,,,
進階高中,vok,叫,irrevocable,ir (不) + re + vok,不可撤回的,/ɪˈrev.ə.kə.bəl/,Irrevocable decision.,不可更改的決定。,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
國小基礎,act,動作,active,act (動) + ive,活躍的,/ˋækʃən/,Take action now.,現在採取行動。,,,,,,,,,,,
國小基礎,feel,感覺,feeling,feel (感覺) + ing,感覺；心情,/ˋæktɪv/,He is very active.,他非常活躍。,,,,,,,,,,,
國小基礎,-ful,充滿,joyful,joy (喜悅) + ful,喜悅的,/ˋfilɪŋ/,I have a good feeling.,我有預感。,,,,,,,,,,,
國小基礎,-ly,方式,slowly,slow (慢) + ly,緩慢地,/ˋdʒɔɪfəl/,It is a joyful day.,這是喜悅的一天。,,,,,,,,,,,
國小基礎,-ly,方式,loudly,loud (大聲) + ly,大聲地,/ˋsloʊlɪ/,Please walk slowly.,請慢慢走。,,,,,,,,,,,
國小基礎,re-,再次,return,re (回) + turn (轉),回來；歸還,/ˋlaʊdlɪ/,Don't talk loudly.,不要大聲說話。,,,,,,,,,,,
國小基礎,play,玩,player,play (玩) + er,玩家；運動員,/rɪˋtɝn/,When will you return?,你什麼時候回來？,,,,,,,,,,,
國小基礎,side,邊,inside,in (內) + side (邊),在裡面,/ˋpleɪɚ/,He is a basketball player.,他是籃球員。,,,,,,,,,,,
國小基礎,side,邊,outside,out (外) + side (邊),在外面,/ɪnˋsaɪd/,Please come inside.,請進來。,,,,,,,,,,,
國小基礎,-en,變成,wooden,wood (木頭) + en,木製的,/aʊtˋsaɪd/,It is cold outside.,外面很冷。,,,,,,,,,,,
國小基礎,-ness,狀態,kindness,kind (仁慈) + ness,仁慈；好意,/ˋwʊdn/,I like the wooden desk.,我喜歡這張木桌。,,,,,,,,,,,
國小基礎,day,日,daily,day (日) + ly,每日的；日常的,/ˋdelɪ/,It is my daily life.,這是我的日常生活。,,,,,,,,,,,
國小基礎,day,日,weekday,week (週) + day (日),工作日(週一至五),/ˋwikˌde/,I study on weekdays.,我在工作日學習。,,,,,,,,,,,
國小基礎,day,日,weekend,week (週) + end (結束),週末,/ˋwikˋɛnd/,See you on the weekend.,週末見。,,,,,,,,,,,
國小基礎,time,時間,sometimes,some (有些) + times (次數),有時候,/ˋsʌmˌtaɪmz/,Sometimes I swim.,有時候我游泳。,,,,,,,,,,,
國小基礎,time,時間,anytime,any (任何) + time (時間),任何時候,/ˋɛnɪˌtaɪm/,Call me anytime.,隨時打給我。,,,,,,,,,,,
國小基礎,noon,中午,afternoon,after (在後) + noon (中午),下午,/ˌæftɚˋnun/,Good afternoon.,午安(下午好)。,,,,,,,,,,,
國小基礎,work,工作,homework,home (家) + work (工作),作業,/ˋhomˌwɝk/,I do my homework.,我做作業。,,,,,,,,,,,
國小基礎,work,工作,housework,house (房子) + work (工作),家事,/ˋhaʊsˌwɝk/,I help with housework.,我幫忙做家事。,,,,,,,,,,,
國小基礎,fast,齋戒,breakfast,break (打破) + fast (斷食),早餐,/ˋbrɛkfəst/,I eat breakfast at 7.,我七點吃早餐。,,,,,,,,,,,
國小基礎,night,夜晚,tonight,to (往/這) + night (夜晚),今晚,/təˋnaɪt/,See you tonight.,今晚見。,,,,,,,,,,,
國小基礎,-y,狀態,busy,bus (忙碌) + y,忙碌的,/ˋbɪzɪ/,I am very busy today.,我今天很忙。,,,,,,,,,,,
國小基礎,every,每個,everywhere,every (每個) + where (地方),到處,/ˋɛvrɪˌhwɛr/,I look for it everywhere.,我到處找它。,,,,,,,,,,,
專業醫學,cardi,心臟,cardiology,cardi (心) + ology (學問),心臟科,/ˌkɑrdɪˋɑlədʒɪ/,He visited cardiology.,他去了心臟內科。,,,,,,,,,,,
專業醫學,itis,發炎,gastritis,gastr (胃) + itis (炎),胃炎,/ɡæˋstraɪtɪs/,Gastritis causes pain.,胃炎會引起疼痛。,,,,,,,,,,,
專業醫學,itis,發炎,arthritis,arthr (關節) + itis (炎),關節炎,/ɑrˋθraɪtɪs/,He has arthritis.,他患有關節炎。,,,,,,,,,,,
專業醫學,itis,發炎,hepatitis,hepat (肝) + itis (炎),肝炎,/ˌhɛpəˋtaɪtɪs/,Hepatitis is serious.,肝炎是很嚴重的。,,,,,,,,,,,
專業醫學,derm,皮膚,dermatology,dermat (皮) + ology (學),皮膚科,/ˌdɝməˋtɑlədʒɪ/,Check with dermatology.,去皮膚科檢查一下。,,,,,,,,,,,
專業醫學,hyper,過高,hypertension,hyper (過) + tension (壓力),高血壓,/ˌhaɪpɚˋtɛnʃən/,Stress causes hypertension.,壓力會導致高血壓。,,,,,,,,,,,
專業醫學,hypo,過低,hypoglycemia,hypo (低) + glyc (糖) + emia,低血糖,/ˌhaɪpoɡlaɪˋsimɪə/,He has hypoglycemia.,他有低血糖症。,,,,,,,,,,,
專業醫學,emia,血液,anemia,an (無) + emia (血),貧血,/əˋnimɪə/,She suffers from anemia.,她患有貧血。,,,,,,,,,,,
專業醫學,path,疾病,pathogen,patho (病) + gen (生),病原體,/ˋpæθədʒən/,The pathogen spread fast.,病原體散播得很快。,,,,,,,,,,,
專業醫學,osis,異常狀態,diagnosis,dia (穿過) + gnos (知) + is,診斷,/ˌdaɪəɡˋnosɪs/,What is the diagnosis?,診斷結果是什麼？,,,,,,,,,,,
專業醫學,ectomy,切除術,appendectomy,append (闌尾) + ectomy,闌尾切除術,/ˌæpənˋdɛktəmɪ/,He needs an appendectomy.,他需要做闌尾切除手術。,,,,,,,,,,,
專業醫學,ectomy,切除術,tonsillectomy,tonsil (扁桃腺) + ectomy,扁桃腺切除術,/ˌtɑnsəˋlɛktəmɪ/,A tonsillectomy is common.,扁桃腺切除是很常見的。,,,,,,,,,,,
專業醫學,scopy,鏡檢,endoscopy,endo (內) + scopy (看),內視鏡檢查,/ɛnˋdɑskəpɪ/,The doctor ordered an endoscopy.,醫生安排了內視鏡檢查。,,,,,,,,,,,
專業醫學,scopy,鏡檢,colonoscopy,colon (大腸) + scopy (看),大腸鏡檢查,/ˌkolənˋɑskəpɪ/,Regular colonoscopy is good.,定期做大腸鏡檢查是好事。,,,,,,,,,,,
專業醫學,gram,影像/圖,cardiogram,cardio (心) + gram (圖),心電圖,/ˋkɑrdɪəˌɡræm/,Check the cardiogram result.,檢查心電圖的結果。,,,,,,,,,,,
專業醫學,graphy,攝影術,mammography,mammo (乳房) + graphy,乳房攝影術,/mæˋmɑɡrəfɪ/,Mammography saves lives.,乳房攝影檢查能挽救生命。,,,,,,,,,,,
專業醫學,stomy,造口術,colostomy,colo (大腸) + stomy (口),大腸造口術,/kəˋlɑstəmɪ/,He had a colostomy surgery.,他接受了大腸造口手術。,,,,,,,,,,,
專業醫學,otomy,切開術,tracheotomy,trache (氣管) + otomy,氣管切開術,/ˌtrekɪˋɑtəmɪ/,Emergency tracheotomy.,緊急氣管切開術。,,,,,,,,,,,
專業醫學,plasty,成形/整形,rhinoplasty,rhino (鼻) + plasty (造),鼻整形術,/ˋraɪnəˌplæstɪ/,She had a rhinoplasty.,她做了隆鼻手術。,,,,,,,,,,,
專業醫學,therapy,治療,chemotherapy,chemo (化學) + therapy,化療,/ˌkimoˋθɛrəpɪ/,Chemotherapy is tough.,化療過程是很辛苦的。,,,,,,,,,,,
專業醫學,pnea,呼吸,apnea,a (無) + pnea (呼吸),呼吸暫停,/æpˋniə/,He has sleep apnea.,他有睡眠呼吸中止症。,,,,,,,,,,,
專業醫學,pnea,呼吸,dyspnea,dys (困難) + pnea (呼吸),呼吸困難,/dɪspˋniə/,The patient has dyspnea.,病人有呼吸困難的症狀。,,,,,,,,,,,
專業醫學,cillin,抗生素,penicillin,penicill (青黴) + in,盤尼西林(青黴素),/ˌpɛnəˋsɪlɪn/,Are you allergic to penicillin?,你對盤尼西林過敏嗎？,,,,,,,,,,,
專業醫學,static,停止,hemostatic,hemo (血) + static (停),止血的,/ˌhimoˋstætɪk/,Use a hemostatic agent.,使用止血劑。,,,,,,,,,,,
專業醫學,phobia,恐懼,hydrophobia,hydro (水) + phobia (怕),恐懼症(狂犬病),/ˌhaɪdrəˋfobɪə/,Hydrophobia is a symptom.,恐水症是（狂犬病）一種症狀。,,,,,,,,,,,
專業醫學,tox,毒,toxicology,tox (毒) + ology (學),毒理學,/ˌtɑksəˋkɑlədʒɪ/,The toxicology report.,毒理學報告。,,,,,,,,,,,
專業醫學,algia,疼痛,neuralgia,neur (神經) + algia (痛),神經痛,/nʊˋrældʒɪə/,He suffers from neuralgia.,他受神經痛之苦。,,,,,,,,,,,
專業醫學,scope,觀察,stethoscope,stetho (胸) + scope (看),聽診器,/ˋstɛθəˌskop/,The doctor used a stethoscope.,醫生使用了聽診器。,,,,,,,,,,,
專業醫學,vas,血管,vascular,vas (管) + cular,血管的,/ˋvæskjəlɚ/,Check the vascular system.,檢查血管系統。,,,,,,,,,,,
專業醫學,bi,生命,antibiotic,anti (抗) + bio (生) + tic,抗生素,/ˌæntibaɪˋɑtɪk/,Take the antibiotic on time.,準時服用抗生素。,,,,,,,,,,,
專業醫學,morph,形態,morphology,morph (形) + ology,形態學,/mɔrˋfɑlədʒɪ/,Cellular morphology changed.,細胞形態發生了改變。,,,,,,,,,,,
專業醫學,ipsi-,同側,ipsilateral,ipsi (同) + lateral (側),同側的,/ˌɪpsɪˋlætərəl/,Ipsilateral pupil dilation.,同側瞳孔放大。,,,,,,,,,,,
專業醫學,contra-,對側,contralateral,contra (反) + lateral,對側的,/ˌkɑntrəˋlætərəl/,Contralateral hemiplegia.,對側偏癱。,,,,,,,,,,,
專業醫學,dist,遠端,distal,dist (遠) + al,遠端的,/ˋdɪstəl/,The distal end of the femur.,股骨的遠端。,,,,,,,,,,,
專業醫學,cyt,細胞,cytotoxic,cyto (細胞) + toxic (毒),細胞毒性的,/ˌsaɪtoˋtɑksɪk/,Cytotoxic T cells.,細胞毒性 T 細胞。,,,,,,,,,,,
專業醫學,hist,組織,histology,histo (組織) + ology,組織學,/hɪsˋtɑlədʒɪ/,Send for histology exam.,送組織學檢查。,,,,,,,,,,,
專業醫學,necro,壞死,necrosis,necro (死) + osis (狀態),壞死,/nɛˋkrosɪs/,Avascular necrosis.,缺血性壞死。,,,,,,,,,,,
專業醫學,scler,硬化,sclerosis,scler (硬) + osis,硬化,/sklɪˋrosɪs/,Multiple sclerosis (MS).,多發性硬化症。,,,,,,,,,,,
專業醫學,sten,狹窄,stenosis,sten (窄) + osis,狹窄,/stɪˋnosɪs/,Mitral valve stenosis.,二尖瓣狹窄。,,,,,,,,,,,
專業醫學,hyper,增加,hypertrophy,hyper (過) + trophy (營養),肥大(細胞變大),/haɪˋpɝtrəfɪ/,Left ventricular hypertrophy.,左心室肥大。,,,,,,,,,,,
專業醫學,plasia,形成,hyperplasia,hyper (多) + plasia (長),增生(細胞變多),/ˌhaɪpɚˋpleʒə/,Benign prostatic hyperplasia.,良性前列腺增生。,,,,,,,,,,,
專業醫學,malo,壞/惡性,malignant,mal (惡) + ignant,惡性的,/məˋlɪɡnənt/,A malignant tumor.,惡性腫瘤。,,,,,,,,,,,
專業醫學,benign,良性,benign,benign (親切/好),良性的,/bɪˋnaɪn/,The biopsy was benign.,切片結果是良性的。,,,,,,,,,,,
專業醫學,sarco,肉,sarcoma,sarco (肉) + oma (瘤),肉瘤,/sɑrˋkomə/,Osteosarcoma.,骨肉瘤。,,,,,,,,,,,
專業醫學,carcin,癌症,carcinoma,carcino (癌) + oma (瘤),癌(上皮組織),/ˌkɑrsnˋomə/,Gastric carcinoma.,胃癌。,,,,,,,,,,,
專業醫學,esthe,感覺,anesthesia,an (無) + esthe (感) + ia,麻醉,/ˌænəsˋθiʒə/,Under general anesthesia.,在全身麻醉下。,,,,,,,,,,,
專業醫學,phas,說話,aphasia,a (無) + phasia (說話),失語症,/əˋfeʒə/,Broca's aphasia.,布若卡氏失語症。,,,,,,,,,,,
專業醫學,phag,吞噬,phagocytosis,phago (吃) + cyt + osis,吞噬作用,/ˌfæɡəsaɪˋtosɪs/,Macrophage phagocytosis.,巨噬細胞吞噬作用。,,,,,,,,,,,
專業醫學,trophy,營養/發育,atrophy,a (無) + trophy (發育),萎縮,/ˋætrəfɪ/,Muscle atrophy.,肌肉萎縮。,,,,,,,,,,,
專業醫學,"hemo, hem",血液,hemorrhage,hemo (血) + rrhage (流),出血,/ˋhɛmərɪdʒ/,Internal hemorrhage.,內出血。,,,,,,,,,,,
專業醫學,rrhage,噴出/流,menorrhagia,meno (月) + rrhagia (流),月經過多,/ˌmɛnəˋredʒə/,Patient reports menorrhagia.,患者主訴月經過多。,,,,,,,,,,,
專業醫學,rrhea,流出,diarrhea,dia (穿過) + rrhea (流),腹瀉,/ˌdaɪəˋriə/,Severe diarrhea.,嚴重腹瀉。,,,,,,,,,,,
專業醫學,thromb,血塊,thrombosis,thromb (血栓) + osis,血栓形成,/θrɑmˋbosɪs/,Deep vein thrombosis (DVT).,深層靜脈血栓。,,,,,,,,,,,
專業醫學,embol,塞子,embolism,embol (栓子) + ism,栓塞,/ˋɛmbəˌlɪzəm/,Pulmonary embolism.,肺栓塞。,,,,,,,,,,,
專業醫學,isch,抑制,ischemia,isch (抑制) + emia (血),缺血,/ɪsˋkimɪə/,Myocardial ischemia.,心肌缺血。,,,,,,,,,,,
專業醫學,angio,血管,angiography,angio (血管) + graphy,血管攝影,/ˌændʒɪˋɑɡrəfɪ/,Cardiac angiography.,心臟血管攝影。,,,,,,,,,,,
專業醫學,phleb,靜脈,phlebitis,phleb (靜脈) + itis,靜脈炎,/flɪˋbaɪtɪs/,Septic phlebitis.,膿毒性靜脈炎。,,,,,,,,,,,
專業醫學,nephr,腎臟,nephropathy,nephr (腎) + pathy (病),腎病變,/nɛˋfrɑpəθɪ/,Diabetic nephropathy.,糖尿病腎病變。,,,,,,,,,,,
專業醫學,pyel,腎盂,pyelonephritis,pyelo (腎盂) + nephr + itis,腎盂腎炎,/ˌpaɪələnɛˋfraɪtɪs/,Acute pyelonephritis.,急性腎盂腎炎。,,,,,,,,,,,
專業醫學,cyst,膀胱/囊,cystitis,cyst (膀胱) + itis,膀胱炎,/sɪsˋtaɪtɪs/,Interstitial cystitis.,間質性膀胱炎。,,,,,,,,,,,
專業醫學,chole,膽汁,cholelithiasis,chole (膽) + lith (石) + iasis,膽結石,/ˌkoləlɪˋθaɪəsɪs/,Diagnosis of cholelithiasis.,膽結石診斷。,,,,,,,,,,,
專業醫學,lith,石頭,lithotripsy,lith (石) + tripsy (粉碎),碎石術,/ˋlɪθəˌtrɪpsɪ/,Shock wave lithotripsy.,震波碎石術。,,,,,,,,,,,
專業醫學,pneumo,肺/空氣,pneumothorax,pneumo (氣) + thorax (胸),氣胸,/ˌnuməˋθoræks/,Tension pneumothorax.,張力性氣胸。,,,,,,,,,,,
專業醫學,thorac,胸腔,thoracentesis,thorace (胸) + centesis (穿刺),胸腔穿刺術,/ˌθorəsɛnˋtesɪs/,Perform a thoracentesis.,進行胸腔穿刺。,,,,,,,,,,,
專業醫學,peri,周圍,pericarditis,peri (周) + card + itis,心包膜炎,/ˌpɛrɪkɑrˋdaɪtɪs/,Acute pericarditis.,急性心包膜炎。,,,,,,,,,,,
專業醫學,endo,內部,endocarditis,endo (內) + card + itis,心內膜炎,/ˌɛndokɑrˋdaɪtɪs/,Infective endocarditis.,感染性心內膜炎。,,,,,,,,,,,
專業醫學,myo,肌肉,myocardium,myo (肌) + card (心) + ium,心肌,/ˌmaɪəˋkɑrdɪəm/,Thickened myocardium.,增厚的心肌。,,,,,,,,,,,
專業醫學,brady-,緩慢,bradycardia,brady (慢) + cardia,心跳過緩,/ˌbrædɪˋkɑrdɪə/,Resting bradycardia.,靜息性心跳過緩。,,,,,,,,,,,
專業醫學,tachy-,快速,tachycardia,tachy (快) + cardia,心跳過速,/ˌtækɪˋɑrdɪə/,Ventricular tachycardia.,室性心跳過速。,,,,,,,,,,,
